Using GATK jar /hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar BaseRecalibrator -I /sc/arion/projects/vascbrain/WGS_iPSC/aligned_reads/P931263_sorted_dedup_reads.bam -R /sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.fasta --known-sites /sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.dbsnp138.vcf -O /sc/arion/projects/vascbrain/WGS_iPSC/data/recal_63data.table
16:29:21.333 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
16:29:38.063 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.063 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.3.0.0
16:29:38.063 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
16:29:38.064 INFO  BaseRecalibrator - Executing as palafm01@lc02g06 on Linux v3.10.0-1160.el7.x86_64 amd64
16:29:38.064 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_211-b12
16:29:38.064 INFO  BaseRecalibrator - Start Date/Time: May 20, 2024 4:29:21 PM EDT
16:29:38.064 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.064 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.064 INFO  BaseRecalibrator - HTSJDK Version: 3.0.1
16:29:38.065 INFO  BaseRecalibrator - Picard Version: 2.27.5
16:29:38.065 INFO  BaseRecalibrator - Built for Spark Version: 2.4.5
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
16:29:38.065 INFO  BaseRecalibrator - Deflater: IntelDeflater
16:29:38.065 INFO  BaseRecalibrator - Inflater: IntelInflater
16:29:38.065 INFO  BaseRecalibrator - GCS max retries/reopens: 20
16:29:38.065 INFO  BaseRecalibrator - Requester pays: disabled
16:29:38.065 INFO  BaseRecalibrator - Initializing engine
16:29:38.768 INFO  FeatureManager - Using codec VCFCodec to read file file:///sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.dbsnp138.vcf
16:29:38.981 INFO  BaseRecalibrator - Done initializing engine
16:29:38.983 INFO  BaseRecalibrationEngine - The covariates being used here: 
16:29:38.983 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	ContextCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	CycleCovariate
16:29:39.030 INFO  ProgressMeter - Starting traversal
16:29:39.030 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
16:36:49.463 INFO  ProgressMeter -       chr1:125039525              7.2              19451000        2711369.0
16:36:59.484 INFO  ProgressMeter -       chr1:145947328              7.3              19904000        2711390.3
16:37:09.499 INFO  ProgressMeter -       chr1:150039346              7.5              20355000        2711174.4
16:37:19.505 INFO  ProgressMeter -       chr1:152646281              7.7              20809000        2711417.6
16:37:29.510 INFO  ProgressMeter -       chr1:155120433              7.8              21267000        2712166.3
16:37:39.515 INFO  ProgressMeter -       chr1:157204547              8.0              21732000        2713763.6
16:37:49.514 INFO  ProgressMeter -       chr1:160252781              8.2              22178000        2712993.7
16:37:59.532 INFO  ProgressMeter -       chr1:163073789              8.3              22628000        2712636.5
16:38:09.554 INFO  ProgressMeter -       chr1:166657276              8.5              23069000        2711219.7
16:38:19.565 INFO  ProgressMeter -       chr1:170121813              8.7              23512000        2710140.0
16:38:29.583 INFO  ProgressMeter -       chr1:173858661              8.8              23957000        2709286.3
16:38:39.598 INFO  ProgressMeter -       chr1:177300975              9.0              24407000        2709039.4
16:38:49.610 INFO  ProgressMeter -       chr1:180517931              9.2              24854000        2708489.2
16:38:59.628 INFO  ProgressMeter -       chr1:183455712              9.3              25307000        2708571.9
16:39:09.651 INFO  ProgressMeter -       chr1:187316168              9.5              25750000        2707576.5
16:39:19.654 INFO  ProgressMeter -       chr1:192597302              9.7              26171000        2704435.2
16:39:29.661 INFO  ProgressMeter -       chr1:197309639              9.8              26599000        2702097.8
16:39:39.671 INFO  ProgressMeter -       chr1:201210477             10.0              27045000        2701618.3
16:39:49.690 INFO  ProgressMeter -       chr1:203321299             10.2              27508000        2702793.9
16:39:59.690 INFO  ProgressMeter -       chr1:205489815             10.3              27969000        2703799.2
16:40:09.695 INFO  ProgressMeter -       chr1:208171069             10.5              28408000        2702671.0
16:40:19.716 INFO  ProgressMeter -       chr1:211393529             10.7              28854000        2702166.1
16:40:29.724 INFO  ProgressMeter -       chr1:214372047             10.8              29307000        2702376.2
16:40:39.730 INFO  ProgressMeter -       chr1:218549676             11.0              29741000        2700862.7
16:40:49.733 INFO  ProgressMeter -       chr1:222343099             11.2              30183000        2700122.1
16:40:59.734 INFO  ProgressMeter -       chr1:225307814             11.3              30637000        2700468.9
16:41:09.735 INFO  ProgressMeter -       chr1:227905775             11.5              31094000        2701070.2
16:41:19.753 INFO  ProgressMeter -       chr1:230364990             11.7              31546000        2701156.8
16:41:29.764 INFO  ProgressMeter -       chr1:233361023             11.8              31995000        2701010.5
16:41:39.772 INFO  ProgressMeter -       chr1:236402930             12.0              32443000        2700803.8
16:41:49.781 INFO  ProgressMeter -       chr1:240239572             12.2              32877000        2699442.1
16:41:59.795 INFO  ProgressMeter -       chr1:244593375             12.3              33309000        2697944.3
16:42:09.800 INFO  ProgressMeter -       chr1:248130891             12.5              33748000        2697071.0
16:42:19.800 INFO  ProgressMeter -         chr2:2623686             12.7              34190000        2696478.6
16:42:29.818 INFO  ProgressMeter -         chr2:5942930             12.8              34634000        2695994.2
16:42:39.820 INFO  ProgressMeter -         chr2:9183673             13.0              35080000        2695734.7
16:42:49.824 INFO  ProgressMeter -        chr2:11618431             13.2              35536000        2696226.8
16:42:59.840 INFO  ProgressMeter -        chr2:15474024             13.3              35972000        2695171.1
16:43:09.840 INFO  ProgressMeter -        chr2:18850494             13.5              36419000        2695008.7
16:43:19.857 INFO  ProgressMeter -        chr2:22044848             13.7              36870000        2695086.8
16:43:29.857 INFO  ProgressMeter -        chr2:25129860             13.8              37322000        2695290.4
16:43:39.874 INFO  ProgressMeter -        chr2:27411711             14.0              37786000        2696290.9
16:43:49.895 INFO  ProgressMeter -        chr2:30306844             14.2              38239000        2696479.5
16:43:59.907 INFO  ProgressMeter -        chr2:32916248             14.3              38736000        2699758.5
16:44:09.909 INFO  ProgressMeter -        chr2:35972496             14.5              39190000        2700030.7
16:44:19.928 INFO  ProgressMeter -        chr2:39323000             14.7              39629000        2699225.9
16:44:29.930 INFO  ProgressMeter -        chr2:42785857             14.8              40066000        2698350.0
16:44:39.944 INFO  ProgressMeter -        chr2:45545797             15.0              40515000        2698262.8
16:44:49.948 INFO  ProgressMeter -        chr2:48188897             15.2              40965000        2698267.0
16:44:59.969 INFO  ProgressMeter -        chr2:52436351             15.3              41393000        2696791.0
16:45:09.983 INFO  ProgressMeter -        chr2:56058009             15.5              41827000        2695753.7
16:45:19.983 INFO  ProgressMeter -        chr2:60249437             15.7              42261000        2694778.6
16:45:29.984 INFO  ProgressMeter -        chr2:63412238             15.8              42714000        2695019.9
16:45:39.989 INFO  ProgressMeter -        chr2:66492261             16.0              43166000        2695182.6
16:45:49.992 INFO  ProgressMeter -        chr2:69930920             16.2              43611000        2694917.7
16:46:00.008 INFO  ProgressMeter -        chr2:72465799             16.3              44069000        2695412.1
16:46:10.012 INFO  ProgressMeter -        chr2:75055327             16.5              44525000        2695810.8
16:46:20.027 INFO  ProgressMeter -        chr2:79404151             16.7              44953000        2694493.6
16:46:30.035 INFO  ProgressMeter -        chr2:84039985             16.9              45384000        2693399.1
16:46:40.038 INFO  ProgressMeter -        chr2:86808228             17.0              45840000        2693811.1
16:46:50.043 INFO  ProgressMeter -        chr2:91517995             17.2              46296000        2694207.2
16:47:00.043 INFO  ProgressMeter -        chr2:96212773             17.4              46751000        2694548.5
16:47:10.055 INFO  ProgressMeter -        chr2:99228084             17.5              47207000        2694912.1
16:47:20.063 INFO  ProgressMeter -       chr2:102396556             17.7              47656000        2694883.2
16:47:30.077 INFO  ProgressMeter -       chr2:106170438             17.9              48099000        2694503.6
16:47:40.090 INFO  ProgressMeter -       chr2:109621914             18.0              48545000        2694300.0
16:47:50.090 INFO  ProgressMeter -       chr2:113165795             18.2              48996000        2694407.3
16:48:00.100 INFO  ProgressMeter -       chr2:117410132             18.4              49434000        2693779.7
16:48:10.113 INFO  ProgressMeter -       chr2:120374797             18.5              49885000        2693858.2
16:48:20.122 INFO  ProgressMeter -       chr2:123098207             18.7              50341000        2694212.4
16:48:30.122 INFO  ProgressMeter -       chr2:127059426             18.9              50761000        2692672.2
16:48:40.140 INFO  ProgressMeter -       chr2:129727881             19.0              51216000        2692956.9
16:48:50.157 INFO  ProgressMeter -       chr2:132905737             19.2              51655000        2692407.3
16:49:00.158 INFO  ProgressMeter -       chr2:136361065             19.4              52104000        2692416.3
16:49:10.174 INFO  ProgressMeter -       chr2:140613938             19.5              52535000        2691470.9
16:49:20.180 INFO  ProgressMeter -       chr2:145260495             19.7              52968000        2690665.9
16:49:30.196 INFO  ProgressMeter -       chr2:149501052             19.9              53411000        2690355.5
16:49:40.209 INFO  ProgressMeter -       chr2:153267648             20.0              53855000        2690107.0
16:49:50.220 INFO  ProgressMeter -       chr2:157806909             20.2              54294000        2689621.5
16:50:00.226 INFO  ProgressMeter -       chr2:161403337             20.4              54739000        2689445.4
16:50:10.231 INFO  ProgressMeter -       chr2:165913436             20.5              55174000        2688789.2
16:50:20.241 INFO  ProgressMeter -       chr2:169840684             20.7              55611000        2688231.6
16:50:30.249 INFO  ProgressMeter -       chr2:173030184             20.9              56059000        2688210.5
16:50:40.257 INFO  ProgressMeter -       chr2:176381528             21.0              56509000        2688291.1
16:50:50.276 INFO  ProgressMeter -       chr2:180139985             21.2              56950000        2687916.2
16:51:00.287 INFO  ProgressMeter -       chr2:184530125             21.4              57385000        2687282.9
16:51:10.305 INFO  ProgressMeter -       chr2:188905180             21.5              57825000        2686879.2
16:51:20.319 INFO  ProgressMeter -       chr2:193052122             21.7              58263000        2686397.9
16:51:30.329 INFO  ProgressMeter -       chr2:197435297             21.9              58702000        2685977.8
16:51:40.343 INFO  ProgressMeter -       chr2:201110455             22.0              59152000        2686057.5
16:51:50.345 INFO  ProgressMeter -       chr2:204323705             22.2              59606000        2686336.4
16:52:00.355 INFO  ProgressMeter -       chr2:207690676             22.4              60055000        2686375.6
16:52:10.377 INFO  ProgressMeter -       chr2:211708062             22.5              60494000        2685942.2
16:52:20.384 INFO  ProgressMeter -       chr2:216032727             22.7              60924000        2685150.2
16:52:30.392 INFO  ProgressMeter -       chr2:218497112             22.9              61382000        2685592.9
16:52:40.400 INFO  ProgressMeter -       chr2:221129461             23.0              61837000        2685898.8
16:52:50.407 INFO  ProgressMeter -       chr2:224704347             23.2              62282000        2685771.0
16:53:00.433 INFO  ProgressMeter -       chr2:228781180             23.4              62719000        2685268.0
16:53:10.453 INFO  ProgressMeter -       chr2:231693923             23.5              63170000        2685376.9
16:53:20.452 INFO  ProgressMeter -       chr2:234146255             23.7              63622000        2685564.2
16:53:30.468 INFO  ProgressMeter -       chr2:236736309             23.9              64075000        2685760.8
16:53:40.481 INFO  ProgressMeter -       chr2:239081829             24.0              64532000        2686126.7
16:53:50.497 INFO  ProgressMeter -       chr2:240997113             24.2              64994000        2686688.7
16:54:00.499 INFO  ProgressMeter -         chr3:2496955             24.4              65424000        2685956.9
16:54:10.503 INFO  ProgressMeter -         chr3:6088037             24.5              65852000        2685146.1
16:54:20.519 INFO  ProgressMeter -         chr3:9507902             24.7              66289000        2684690.9
16:54:30.531 INFO  ProgressMeter -        chr3:12062688             24.9              66745000        2685013.3
16:54:40.531 INFO  ProgressMeter -        chr3:14249879             25.0              67205000        2685512.7
16:54:50.533 INFO  ProgressMeter -        chr3:16916398             25.2              67659000        2685763.8
16:55:00.549 INFO  ProgressMeter -        chr3:21040464             25.4              68101000        2685513.6
16:55:10.568 INFO  ProgressMeter -        chr3:24968393             25.5              68532000        2684830.5
16:55:20.589 INFO  ProgressMeter -        chr3:28892688             25.7              68967000        2684310.3
16:55:30.601 INFO  ProgressMeter -        chr3:32636445             25.9              69406000        2683963.5
16:55:40.609 INFO  ProgressMeter -        chr3:36437145             26.0              69849000        2683783.5
16:55:50.610 INFO  ProgressMeter -        chr3:39184351             26.2              70303000        2684037.7
16:56:00.612 INFO  ProgressMeter -        chr3:42349527             26.4              70752000        2684097.3
16:56:10.624 INFO  ProgressMeter -        chr3:45113836             26.5              71205000        2684290.1
16:56:20.631 INFO  ProgressMeter -        chr3:47547314             26.7              71668000        2684863.5
16:56:30.640 INFO  ProgressMeter -        chr3:49723417             26.9              72141000        2685798.7
16:56:40.654 INFO  ProgressMeter -        chr3:51872996             27.0              72618000        2686862.1
16:56:50.666 INFO  ProgressMeter -        chr3:53996230             27.2              73088000        2687659.9
16:57:00.668 INFO  ProgressMeter -        chr3:57077727             27.4              73542000        2687878.0
16:57:10.686 INFO  ProgressMeter -        chr3:60277951             27.5              73996000        2688065.8
16:57:20.703 INFO  ProgressMeter -        chr3:63686020             27.7              74438000        2687821.3
16:57:30.722 INFO  ProgressMeter -        chr3:66960093             27.9              74888000        2687865.2
16:57:40.727 INFO  ProgressMeter -        chr3:70866703             28.0              75332000        2687713.7
16:57:50.738 INFO  ProgressMeter -        chr3:74082098             28.2              75786000        2687910.7
16:58:00.742 INFO  ProgressMeter -        chr3:77989216             28.4              76218000        2687340.7
16:58:10.758 INFO  ProgressMeter -        chr3:82832738             28.5              76655000        2686933.9
16:58:20.766 INFO  ProgressMeter -        chr3:87786429             28.7              77085000        2686300.3
16:58:30.768 INFO  ProgressMeter -        chr3:93913746             28.9              77533000        2686307.1
16:58:40.777 INFO  ProgressMeter -        chr3:98660648             29.0              77965000        2685751.7
16:58:50.790 INFO  ProgressMeter -       chr3:102606832             29.2              78412000        2685710.4
16:59:00.794 INFO  ProgressMeter -       chr3:107306858             29.4              78844000        2685172.4
16:59:10.802 INFO  ProgressMeter -       chr3:111426533             29.5              79289000        2685076.1
16:59:20.804 INFO  ProgressMeter -       chr3:115071458             29.7              79739000        2685155.4
16:59:30.810 INFO  ProgressMeter -       chr3:119223329             29.9              80179000        2684894.4
16:59:40.815 INFO  ProgressMeter -       chr3:122602114             30.0              80632000        2685070.6
16:59:50.822 INFO  ProgressMeter -       chr3:125197446             30.2              81094000        2685541.5
17:00:00.839 INFO  ProgressMeter -       chr3:127761663             30.4              81559000        2686088.4
17:00:10.841 INFO  ProgressMeter -       chr3:130050500             30.5              82026000        2686719.7
17:00:20.859 INFO  ProgressMeter -       chr3:133587367             30.7              82474000        2686698.9
17:00:30.873 INFO  ProgressMeter -       chr3:136519946             30.9              82932000        2687009.6
17:00:40.876 INFO  ProgressMeter -       chr3:139696853             31.0              83392000        2687397.3
17:00:50.902 INFO  ProgressMeter -       chr3:142953772             31.2              83847000        2687587.6
17:01:00.914 INFO  ProgressMeter -       chr3:147392139             31.4              84285000        2687253.8
17:01:10.920 INFO  ProgressMeter -       chr3:151181849             31.5              84733000        2687249.3
17:01:20.943 INFO  ProgressMeter -       chr3:155742979             31.7              85174000        2686999.9
17:01:30.960 INFO  ProgressMeter -       chr3:159597901             31.9              85620000        2686918.5
17:01:40.967 INFO  ProgressMeter -       chr3:164023080             32.0              86059000        2686633.3
17:01:50.977 INFO  ProgressMeter -       chr3:168991359             32.2              86494000        2686222.8
17:02:00.993 INFO  ProgressMeter -       chr3:172655112             32.4              86943000        2686240.7
17:02:11.015 INFO  ProgressMeter -       chr3:177056672             32.5              87381000        2685913.4
17:02:21.015 INFO  ProgressMeter -       chr3:180990727             32.7              87828000        2685893.5
17:02:31.029 INFO  ProgressMeter -       chr3:184308581             32.9              88282000        2686066.3
17:02:41.045 INFO  ProgressMeter -       chr3:187166836             33.0              88741000        2686387.3
17:02:51.048 INFO  ProgressMeter -       chr3:190782102             33.2              89186000        2686301.0
17:03:01.052 INFO  ProgressMeter -       chr3:194433591             33.4              89628000        2686125.7
17:03:11.052 INFO  ProgressMeter -       chr3:197234873             33.5              90081000        2686282.8
17:03:21.052 INFO  ProgressMeter -         chr4:1508957             33.7              90543000        2686706.7
17:03:31.064 INFO  ProgressMeter -         chr4:3386424             33.9              91011000        2687287.7
17:03:41.079 INFO  ProgressMeter -         chr4:5636318             34.0              91465000        2687447.8
17:03:51.083 INFO  ProgressMeter -         chr4:7643293             34.2              91927000        2687854.6
17:04:01.094 INFO  ProgressMeter -         chr4:9862936             34.4              92379000        2687957.3
17:04:11.113 INFO  ProgressMeter -        chr4:13576263             34.5              92819000        2687701.2
17:04:21.125 INFO  ProgressMeter -        chr4:17148151             34.7              93268000        2687716.0
17:04:31.137 INFO  ProgressMeter -        chr4:21382429             34.9              93706000        2687415.1
17:04:41.141 INFO  ProgressMeter -        chr4:25322560             35.0              94152000        2687355.7
17:04:51.141 INFO  ProgressMeter -        chr4:29249742             35.2              94595000        2687216.7
17:05:01.161 INFO  ProgressMeter -        chr4:34492853             35.4              95022000        2686601.3
17:05:11.169 INFO  ProgressMeter -        chr4:38891980             35.5              95460000        2686316.4
17:05:21.179 INFO  ProgressMeter -        chr4:42044234             35.7              95915000        2686507.8
17:05:31.197 INFO  ProgressMeter -        chr4:46490565             35.9              96350000        2686129.8
17:05:41.197 INFO  ProgressMeter -        chr4:49214519             36.0              96795000        2686055.2
17:05:51.217 INFO  ProgressMeter -        chr4:53789674             36.2              97234000        2685790.9
17:06:01.234 INFO  ProgressMeter -        chr4:57283162             36.4              97685000        2685862.5
17:06:11.243 INFO  ProgressMeter -        chr4:61907692             36.5              98115000        2685369.8
17:06:21.255 INFO  ProgressMeter -        chr4:66846489             36.7              98541000        2684766.5
17:06:31.275 INFO  ProgressMeter -        chr4:71593764             36.9              98972000        2684295.8
17:06:41.288 INFO  ProgressMeter -        chr4:75685350             37.0              99415000        2684161.8
17:06:51.291 INFO  ProgressMeter -        chr4:78965928             37.2              99868000        2684309.8
17:07:01.317 INFO  ProgressMeter -        chr4:83050793             37.4             100315000        2684268.3
17:07:11.325 INFO  ProgressMeter -        chr4:86928375             37.5             100764000        2684303.2
17:07:21.343 INFO  ProgressMeter -        chr4:90722245             37.7             101213000        2684323.5
17:07:31.349 INFO  ProgressMeter -        chr4:95046349             37.9             101652000        2684095.0
17:07:41.354 INFO  ProgressMeter -        chr4:99531982             38.0             102093000        2683922.2
17:07:51.372 INFO  ProgressMeter -       chr4:103841127             38.2             102536000        2683788.0
17:08:01.375 INFO  ProgressMeter -       chr4:108356910             38.4             102980000        2683698.6
17:08:11.381 INFO  ProgressMeter -       chr4:112371602             38.5             103427000        2683684.3
17:08:21.382 INFO  ProgressMeter -       chr4:116772357             38.7             103867000        2683496.2
17:08:31.381 INFO  ProgressMeter -       chr4:121180273             38.9             104306000        2683283.9
17:08:41.409 INFO  ProgressMeter -       chr4:125120134             39.0             104751000        2683196.3
17:08:51.412 INFO  ProgressMeter -       chr4:129253068             39.2             105199000        2683212.2
17:09:01.430 INFO  ProgressMeter -       chr4:134039708             39.4             105632000        2682831.0
17:09:11.439 INFO  ProgressMeter -       chr4:138870232             39.5             106066000        2682488.6
17:09:21.452 INFO  ProgressMeter -       chr4:142675059             39.7             106516000        2682547.4
17:09:31.457 INFO  ProgressMeter -       chr4:146700957             39.9             106963000        2682539.5
17:09:41.463 INFO  ProgressMeter -       chr4:150825120             40.0             107410000        2682531.7
